strAudioPath,text,operation1,operation2,operation equal?(%) 2543/2567=99.07%,service1,service2,service equal?(%) 2548/2567=99.26%,slots1,slots2,slots equal?(%) 2531/2567=98.60%,OnlyInNliResult1,OnlyInNliResult2,ValueDifferent,all equal?(%) 2530/2567=98.56%
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0008-01.pcm,播放音乐我可以抱你吗宝贝,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""宝贝"", ""operation"": ""PLAY"", ""song"": ""我可以抱你吗""}}","{""slots"": {""artist"": ""宝贝"", ""song"": ""我可以抱你吗""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0008-02.pcm,放个她唱的其他歌,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""张惠妹"", ""operation"": ""PLAY"", ""exclude#song"": ""我可以抱你吗宝贝""}}","{""slots"": {""exclude#song"": ""我可以抱你吗宝贝"", ""artist"": ""张惠妹""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0008-03.pcm,暂停一下,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""pause"", ""operation"": ""INSTRUCTION""}}","{""slots"": {""insType"": ""pause""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0008-04.pcm,帮我收藏这首歌,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""collect"", ""operation"": ""INSTRUCTION""}}","{""slots"": {""insType"": ""collect""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0008-05.pcm,换下一首吧,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {""operation"": ""RANDOM_SEARCH""}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0009-01.pcm,我想听爱朵唱的歌,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0009-02.pcm,声音太大了吧,INSTRUCTION,INSTRUCTION,True,cmd,cmd,True,"{""slots"": {""insType"": ""VOLUME_MINUS"", ""operation"": ""INSTRUCTION""}}","{""slots"": {""insType"": ""VOLUME_MINUS""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0009-03.pcm,下一曲下一曲,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0009-04.pcm,收藏这首吧,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""collect"", ""operation"": ""INSTRUCTION""}}","{""slots"": {""insType"": ""collect""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0010-01.pcm,歌曲妈妈我想你,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""song"": ""妈妈我想你""}}","{""slots"": {""song"": ""妈妈我想你""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0010-02.pcm,换下一首,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {""operation"": ""RANDOM_SEARCH""}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0010-03.pcm,先把歌曲暂停一下,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""close"", ""operation"": ""INSTRUCTION""}}","{""slots"": {""insType"": ""close""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0010-04.pcm,有别的人唱的吗,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""exclude#artist"": ""李荣浩""}}","{""slots"": {""exclude#artist"": ""李荣浩""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0011-01.pcm,崔健的歌,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""崔健"", ""operation"": ""PLAY""}}","{""slots"": {""artist"": ""崔健""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0011-02.pcm,放他唱的情歌,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""崔健"", ""operation"": ""PLAY"", ""song"": ""情歌""}}","{""slots"": {""artist"": ""崔健"", ""song"": ""情歌""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0011-03.pcm,帮我把这首歌收藏一下,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0011-04.pcm,换下一首歌曲,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {""operation"": ""RANDOM_SEARCH""}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0012-01.pcm,播放护花使者,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""song"": ""护花使者""}}","{""slots"": {""song"": ""护花使者""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0012-02.pcm,换个其他人唱的,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""exclude#artist"": ""李克勤"", ""song"": ""护花使者""}}","{""slots"": {""exclude#artist"": ""李克勤"", ""song"": ""护花使者""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0012-03.pcm,换个英文版的,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0012-04.pcm,随便放个外语版的,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0012-05.pcm,换下一首,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {""operation"": ""RANDOM_SEARCH""}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0013-01.pcm,请放亲爱的小孩,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""song"": ""亲爱的小孩""}}","{""slots"": {""song"": ""亲爱的小孩""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0013-02.pcm,先帮我收藏一下这首歌,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""collect"", ""operation"": ""INSTRUCTION""}}","{""slots"": {""insType"": ""collect""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0013-03.pcm,暂停一下,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""pause"", ""operation"": ""INSTRUCTION""}}","{""slots"": {""insType"": ""pause""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0013-04.pcm,不听这个了换下一曲,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0013-05.pcm,换个人唱的,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""pause"", ""operation"": ""INSTRUCTION"", ""source"": ""个人""}}","{""slots"": {""source"": ""个人"", ""insType"": ""pause""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0014-01.pcm,播放克莱德曼,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0014-02.pcm,循环播放,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""loop"", ""operation"": ""INSTRUCTION""}}","{""slots"": {""insType"": ""loop""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0014-03.pcm,这首歌有没有m v,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0014-04.pcm,播放,INSTRUCTION,INSTRUCTION,True,video,video,True,"{""slots"": {""insType"": ""PLAY"", ""operation"": ""INSTRUCTION""}}","{""slots"": {""insType"": ""PLAY""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0015-01.pcm,唱世上只有妈妈好,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""song"": ""世上只有妈妈好""}}","{""slots"": {""song"": ""世上只有妈妈好""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0015-02.pcm,要小朋友唱的,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0015-03.pcm,切换到下一首歌曲,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {""operation"": ""RANDOM_SEARCH""}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0015-04.pcm,换个人唱的,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""source"": ""个人""}}","{""slots"": {""source"": ""个人""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0016-01.pcm,可以听歌吗,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {""operation"": ""RANDOM_SEARCH""}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0016-02.pcm,我想听钢琴曲,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""tags"": ""钢琴曲""}}","{""slots"": {""tags"": ""钢琴曲""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0016-03.pcm,来一首dj舞曲吧,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""genre"": ""dj""}}","{""slots"": {""genre"": ""dj""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0016-04.pcm,把歌曲暂停一下,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""close"", ""operation"": ""INSTRUCTION""}}","{""slots"": {""insType"": ""close""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0016-05.pcm,从头播放一遍,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""song"": ""从头""}}","{""slots"": {""song"": ""从头""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0017-01.pcm,放一首好听的歌,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {""operation"": ""RANDOM_SEARCH""}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0017-02.pcm,我要听张杰的歌曲,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""张杰"", ""operation"": ""PLAY""}}","{""slots"": {""artist"": ""张杰""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0017-03.pcm,听她的力战,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0017-04.pcm,换下一首吧,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {""operation"": ""RANDOM_SEARCH""}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0017-05.pcm,循环播放逆战,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""song"": ""逆战""}}","{""slots"": {""song"": ""逆战""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0018-01.pcm,播放歌曲,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {""operation"": ""RANDOM_SEARCH""}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0018-02.pcm,查看排行榜歌曲,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0018-03.pcm,那就薛之谦的吧,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""薛之谦"", ""operation"": ""PLAY""}}","{""slots"": {""artist"": ""薛之谦""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0018-04.pcm,不是这首是我害怕,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0018-05.pcm,不错收藏一下,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0019-01.pcm,歌曲那一天,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""song"": ""那一天""}}","{""slots"": {""song"": ""那一天""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0019-02.pcm,换个其他的人唱的,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""exclude#artist"": ""杨坤"", ""song"": ""那一天""}}","{""slots"": {""exclude#artist"": ""杨坤"", ""song"": ""那一天""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0019-03.pcm,不想听这首歌了换一首,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {""operation"": ""RANDOM_SEARCH""}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0019-04.pcm,换个粤语版的,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""lang"": ""粤语"", ""operation"": ""PLAY""}}","{""slots"": {""lang"": ""粤语""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0020-01.pcm,我要听首歌,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {""operation"": ""RANDOM_SEARCH""}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0020-02.pcm,我要听一首粤语歌,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""lang"": ""粤语"", ""operation"": ""PLAY""}}","{""slots"": {""lang"": ""粤语""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0020-03.pcm,要听刘德华的粤语歌,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""刘德华"", ""lang"": ""粤语"", ""operation"": ""PLAY""}}","{""slots"": {""lang"": ""粤语"", ""artist"": ""刘德华""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0020-04.pcm,听刘德华的爱你一万年,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""刘德华"", ""operation"": ""PLAY"", ""song"": ""爱你一万年""}}","{""slots"": {""artist"": ""刘德华"", ""song"": ""爱你一万年""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0021-01.pcm,我想听儿歌唱的响亮,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""tags"": ""儿歌"", ""song"": ""唱的响亮""}}","{""slots"": {""song"": ""唱的响亮"", ""tags"": ""儿歌""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0021-02.pcm,不想听儿歌了新春乐吧,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""exclude#tags_strong"": ""儿歌"", ""operation"": ""PLAY"", ""song"": ""新春乐""}}","{""slots"": {""exclude#tags_strong"": ""儿歌"", ""song"": ""新春乐""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0021-03.pcm,听听钢琴曲也行,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0021-04.pcm,那就郎朗的吧,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""郎朗"", ""operation"": ""PLAY"", ""song"": ""钢琴纯音乐""}}","{""slots"": {""artist"": ""郎朗"", ""song"": ""钢琴纯音乐""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0022-01.pcm,我要听逆流成河,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""song"": ""逆流成河""}}","{""slots"": {""song"": ""逆流成河""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0022-02.pcm,有没有粤语版的逆流成河,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0022-03.pcm,换个其他人唱的,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""exclude#artist"": ""金南玲"", ""song"": ""逆流成河""}}","{""slots"": {""exclude#artist"": ""金南玲"", ""song"": ""逆流成河""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0022-04.pcm,音乐暂停一下,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""close"", ""operation"": ""INSTRUCTION""}}","{""slots"": {""insType"": ""close""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0023-01.pcm,播放阿楚姑娘,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""operation"": ""PLAY"", ""song"": ""阿楚姑娘""}}","{""slots"": {""song"": ""阿楚姑娘""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0023-02.pcm,我要听原唱的版本,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0023-03.pcm,暂停屏幕太暗了,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0023-04.pcm,继续播放,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""replay"", ""operation"": ""INSTRUCTION""}}","{""slots"": {""insType"": ""replay""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0024-01.pcm,我想听小亮的歌,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""小亮"", ""operation"": ""PLAY""}}","{""slots"": {""artist"": ""小亮""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0024-02.pcm,听他唱的英文歌,PLAY,PLAY,True,musicX,musicX,True,"{""slots"": {""artist"": ""孙晓亮"", ""lang"": ""欧美"", ""operation"": ""PLAY""}}","{""slots"": {""lang"": ""欧美"", ""artist"": ""孙晓亮""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0024-03.pcm,帮我收藏一下这首歌,INSTRUCTION,INSTRUCTION,True,musicX,musicX,True,"{""slots"": {""insType"": ""collect"", ""operation"": ""INSTRUCTION""}}","{""slots"": {""insType"": ""collect""}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0024-04.pcm,可以单曲循环播放吗,,,True,,,True,,,True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0024-05.pcm,切换下一首,RANDOM_SEARCH,RANDOM_SEARCH,True,musicX,musicX,True,"{""slots"": {""operation"": ""RANDOM_SEARCH""}}","{""slots"": {}}",True,,,,True
C:/Users/qqxiong/Desktop/AIUI/AIUI/sr/600/0025-01.pcm,梦醒时分,,,True,,,True,,,True,,,,True
