pcm,,,,SpeechEnd_time,SR_result_type,SR_response_time,,error_code,ISR_Result,,SR_full_result,vadSpeechStart,vadSpeechEnd,stop_appendAudioData_type
/data/AIUI/sr/600/0249-02.pcm,,,,0,MSG_Result,-2188,,0,"打开高德地图",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":3.954,""operation"":""LAUNCH"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""name"":""高德地图"",""operation"":""LAUNCH""}},""service"":""app"",""sid"":""cid6f18a71e@ch00b00cb922da010012"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""打开高德地图"",""uuid"":""atn004c4fdf@un1c230cb922dd6f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0249-04.pcm,,,,0,MSG_Result,-2506,,0,"关闭高德地图吧",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":4.039,""operation"":""EXIT"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""name"":""高德地图"",""operation"":""EXIT""}},""service"":""app"",""sid"":""cid6f18a71e@ch00b00cb922de010013"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""关闭高德地图吧"",""uuid"":""atn004c5000@un39d00cb922e16f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0250-01.pcm,,,,0,MSG_Result,-2727,,0,"下载游戏王者荣耀",,"{""intent"":{""cid"":""cid6f18a71e@ch00b00cb92270000000"",""rc"":4,""sid"":""cid6f18a71e@ch00b00cb922e2010014"",""text"":""下载游戏王者荣耀"",""uuid"":""atn004c501c@un1c230cb922e66f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0250-02.pcm,,,,0,MSG_Result,-2918,,0,"打开王者荣耀游戏",,"{""intent"":{""cid"":""cid6f18a71e@ch00b00cb92270000000"",""rc"":4,""sid"":""cid6f18a71e@ch00b00cb922e6010015"",""text"":""打开王者荣耀游戏"",""uuid"":""atn004c5046@un39d00cb922e96f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0250-03.pcm,,,,0,,0,,0,"",,"",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0250-04.pcm,,,,0,MSG_Result,-3219,,0,"下载游戏阴阳师",,"{""intent"":{""cid"":""cid6f18a71e@ch00b00cb92270000000"",""rc"":4,""sid"":""cid6f18a71e@ch00b00cb922f8010017"",""text"":""下载游戏阴阳师"",""uuid"":""atn004c50d0@un1c230cb922fc6f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0251-01.pcm,,,,0,MSG_Result,-2843,,0,"我要下载百度医生",,"{""intent"":{""cid"":""cid6f18a71e@ch00b00cb92270000000"",""rc"":4,""sid"":""cid6f18a71e@ch00b00cb922fc010018"",""text"":""我要下载百度医生"",""uuid"":""atn004c50ef@un39d00cb923006f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0251-02.pcm,,,,0,,0,,0,"",,"",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0251-03.pcm,,,,0,MSG_Result,-2927,,0,"把移动医疗安装一下",,"{""intent"":{""cid"":""cid6f18a71e@ch00b00cb92270000000"",""rc"":4,""sid"":""cid6f18a71e@ch00b00cb9230d01001a"",""text"":""把移动医疗安装一下"",""uuid"":""atn004c5160@un39d00cb923116f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0251-04.pcm,,,,0,MSG_Result,-2314,,0,"打开移动医疗",,"{""intent"":{""cid"":""cid6f18a71e@ch00b00cb92270000000"",""rc"":4,""sid"":""cid6f18a71e@ch00b00cb9231101001b"",""text"":""打开移动医疗"",""uuid"":""atn004c5175@un39d00cb923146f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0251-05.pcm,,,,0,MSG_Result,-2241,,0,"退出移动医疗",,"{""intent"":{""cid"":""cid6f18a71e@ch00b00cb92270000000"",""rc"":4,""sid"":""cid6f18a71e@ch00b00cb9231501001c"",""text"":""退出移动医疗"",""uuid"":""atn004c518e@un39d00cb923186f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0252-01.pcm,,,,0,MSG_Result,-2828,,0,"我想下载中国广播",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{""location.country"":""中国"",""service"":""radio""},""dialog_stat"":""dataInvalid"",""engine_time"":5.243,""operation"":""LAUNCH"",""orig_semantic"":{""slots"":{""location.country"":""中国""}},""rc"":0,""score"":0.5,""semantic"":{""slots"":{""location"":{""country"":""CN"",""type"":""LOC_BASIC""},""operation"":""LAUNCH""}},""service"":""radio"",""sid"":""cid6f18a71e@ch00b00cb9231801001d"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""我想下载中国广播"",""uuid"":""atn004c51ab@un1c230cb9231c6f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0253-01.pcm,,,,0,,0,,0,"",,"",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0253-02.pcm,,,,0,MSG_Result,-1674,,0,"打开QQ",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":1.479,""operation"":""LAUNCH"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""name"":""qq"",""operation"":""LAUNCH""}},""service"":""app"",""sid"":""cid6f18a71e@ch00b00cb9232801001f"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""打开QQ"",""uuid"":""atn004c521c@un1c230cb9232b6f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0339-02.pcm,,,,0,MSG_Result,-1999,,0,"关闭后打开天窗",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":3.192,""operation"":""OPEN"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":0.5714285373687744,""semantic"":{""slots"":{""name"":""天窗"",""operation"":""OPEN""}},""service"":""carControl"",""sid"":""cid6f18a71e@ch00b00cb9232b010020"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""关闭后打开天窗"",""uuid"":""atn004c5240@un39d00cb9232e6f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0342-01.pcm,,,,0,MSG_Result,-1415,,0,"打开车窗",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":3.425,""operation"":""OPEN"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""name"":""车窗"",""operation"":""OPEN""}},""service"":""carControl"",""sid"":""cid6f18a71e@ch00b00cb9232f010021"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""打开车窗"",""uuid"":""atn004c5257@un39d00cb923316f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0342-02.pcm,,,,0,,0,,0,"",,"",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0009-02.pcm,,,,0,MSG_Result,-1601,,0,"声音太大了吧",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":3.76,""man_intv"":""TOP1"",""operation"":""INSTRUCTION"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""insType"":""VOLUME_MINUS"",""operation"":""INSTRUCTION""}},""service"":""cmd"",""sid"":""cid6f18a71e@ch00b00cb9233d010023"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""声音太大了吧"",""uuid"":""atn004c52c1@un1c230cb923406f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0025-03.pcm,,,,0,MSG_Result,-1837,,0,"声音小一点吧",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":3.812,""man_intv"":""TOP1"",""operation"":""INSTRUCTION"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""insType"":""VOLUME_MINUS"",""operation"":""INSTRUCTION""}},""service"":""cmd"",""sid"":""cid6f18a71e@ch00b00cb92341010024"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""声音小一点吧"",""uuid"":""atn004c52dd@un1c230cb923436f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0046-03.pcm,,,,0,MSG_Result,-1602,,0,"声音最大",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":4.019,""man_intv"":""TOP1"",""operation"":""INSTRUCTION"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""insType"":""VOLUME_MAX"",""operation"":""INSTRUCTION""}},""service"":""cmd"",""sid"":""cid6f18a71e@ch00b00cb92344010025"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""声音最大"",""uuid"":""atn004c52f2@un39d00cb923466f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0065-04.pcm,,,,0,MSG_Result,-1920,,0,"声音太大了",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":1.744,""man_intv"":""TOP1"",""operation"":""INSTRUCTION"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""insType"":""VOLUME_MINUS"",""operation"":""INSTRUCTION""}},""service"":""cmd"",""sid"":""cid6f18a71e@ch00b00cb92346010026"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""声音太大了"",""uuid"":""atn004c5306@un1c230cb923496f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0067-04.pcm,,,,0,MSG_Result,-2440,,0,"声音调到最大",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":4.73,""man_intv"":""TOP1"",""operation"":""INSTRUCTION"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""insType"":""VOLUME_MAX"",""operation"":""INSTRUCTION""}},""service"":""cmd"",""sid"":""cid6f18a71e@ch00b00cb9234a010027"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""声音调到最大"",""uuid"":""atn004c5323@un1c230cb9234d6f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0079-02.pcm,,,,0,,0,,0,"",,"",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0087-04.pcm,,,,0,MSG_Result,-1878,,0,"加大声音",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":4.026,""man_intv"":""TOP1"",""operation"":""INSTRUCTION"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""insType"":""VOLUME_PLUS"",""operation"":""INSTRUCTION""}},""service"":""cmd"",""sid"":""cid6f18a71e@ch00b00cb92358010029"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""加大声音"",""uuid"":""atn004c5388@un39d00cb9235b6f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0104-04.pcm,,,,0,MSG_Result,-1837,,0,"屏幕调亮",,"{""intent"":{""cid"":""cid6f18a71e@ch00b00cb92270000000"",""rc"":4,""sid"":""cid6f18a71e@ch00b00cb9235c01002a"",""text"":""屏幕调亮"",""uuid"":""atn004c539f@un39d00cb9235e6f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0105-03.pcm,,,,0,MSG_Result,-1578,,0,"声音大点",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":4.082,""man_intv"":""TOP1"",""operation"":""INSTRUCTION"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""insType"":""VOLUME_PLUS"",""operation"":""INSTRUCTION""}},""service"":""cmd"",""sid"":""cid6f18a71e@ch00b00cb9235f01002b"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""声音大点"",""uuid"":""atn004c53be@un1c230cb923616f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0112-03.pcm,,,,0,MSG_Result,-1884,,0,"声音大一点",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":3.367,""man_intv"":""TOP1"",""operation"":""INSTRUCTION"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""insType"":""VOLUME_PLUS"",""operation"":""INSTRUCTION""}},""service"":""cmd"",""sid"":""cid6f18a71e@ch00b00cb9236201002c"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""声音大一点"",""uuid"":""atn004c53cd@un39d00cb923646f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0116-03.pcm,,,,0,MSG_Result,-1693,,0,"声音大一点",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":4.263,""man_intv"":""TOP1"",""operation"":""INSTRUCTION"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""insType"":""VOLUME_PLUS"",""operation"":""INSTRUCTION""}},""service"":""cmd"",""sid"":""cid6f18a71e@ch00b00cb9236401002d"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""声音大一点"",""uuid"":""atn004c53e9@un39d00cb923676f2601""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0119-02.pcm,,,,0,MSG_Result,-2039,,0,"声音太小了",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":3.274,""man_intv"":""TOP1"",""operation"":""INSTRUCTION"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""insType"":""VOLUME_PLUS"",""operation"":""INSTRUCTION""}},""service"":""cmd"",""sid"":""cid6f18a71e@ch00b00cb9236801002e"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""声音太小了"",""uuid"":""atn004c5415@un1c230cb9236b6f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0123-04.pcm,,,,0,MSG_Result,-1941,,0,"声音开到最大",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":4.71,""man_intv"":""TOP1"",""operation"":""INSTRUCTION"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""insType"":""VOLUME_MAX"",""operation"":""INSTRUCTION""}},""service"":""cmd"",""sid"":""cid6f18a71e@ch00b00cb9236b01002f"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""声音开到最大"",""uuid"":""atn004c542b@un1c230cb9236e6f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0136-03.pcm,,,,0,MSG_Result,-1895,,0,"声音小一点",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":2.685,""man_intv"":""TOP1"",""operation"":""INSTRUCTION"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""insType"":""VOLUME_MINUS"",""operation"":""INSTRUCTION""}},""service"":""cmd"",""sid"":""cid6f18a71e@ch00b00cb9236e010030"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""声音小一点"",""uuid"":""atn004c543f@un1c230cb923716f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0139-05.pcm,,,,0,MSG_Result,-2039,,0,"屏幕调暗一点",,"{""intent"":{""cid"":""cid6f18a71e@ch00b00cb92270000000"",""rc"":4,""sid"":""cid6f18a71e@ch00b00cb92371010031"",""text"":""屏幕调暗一点"",""uuid"":""atn004c545c@un1c230cb923746f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0145-04.pcm,,,,0,,0,,0,"",,"",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0146-02.pcm,,,,0,,0,,0,"",,"",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0149-03.pcm,,,,0,MSG_Result,-2151,,0,"屏幕再亮一点吧",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":3.633,""man_intv"":""TOP1"",""operation"":""INSTRUCTION"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""insType"":""BRIGHTNESS_PLUS"",""operation"":""INSTRUCTION""}},""service"":""cmd"",""sid"":""cid6f18a71e@ch00b00cb9238c010034"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""屏幕再亮一点吧"",""uuid"":""atn004c5516@un1c230cb923906f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0150-04.pcm,,,,0,MSG_Result,-2472,,0,"声音头有点小了",,"{""intent"":{""cid"":""cid6f18a71e@ch00b00cb92270000000"",""rc"":4,""sid"":""cid6f18a71e@ch00b00cb92390010035"",""text"":""声音头有点小了"",""uuid"":""atn004c5537@un1c230cb923936f2a01""}}",0,0,no MSG_SpeechEnd
/data/AIUI/sr/600/0168-02.pcm,,,,0,MSG_Result,-2307,,0,"声音加到十五",,"{""intent"":{""array_index"":0,""cid"":""cid6f18a71e@ch00b00cb92270000000"",""demand_semantic"":{},""engine_time"":4.704,""man_intv"":""TOP1"",""operation"":""INSTRUCTION"",""orig_semantic"":{""slots"":null},""rc"":0,""score"":1,""semantic"":{""slots"":{""insType"":""VOLUME_ADJUST"",""operation"":""INSTRUCTION"",""series"":""15""}},""service"":""cmd"",""sid"":""cid6f18a71e@ch00b00cb92394010036"",""state"":{""fg::airControl::default::default"":{""state"":""default""}},""text"":""声音加到十五"",""uuid"":""atn004c554d@un1c230cb923986f2a01""}}",0,0,no MSG_SpeechEnd
