用户说法,user_data
先帮我收藏一下这首歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|亲爱的小孩|搜索歌手|华语群星|收藏歌曲|上一首|播放|下一首|播放列表
暂停一下,返回|主界面|通知栏|媒体库|我的收藏|最近播放|亲爱的小孩|搜索歌手|华语群星|收藏歌曲|上一首|播放|下一首|播放列表
不听这个了，换下一曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|亲爱的小孩|搜索歌手|华语群星|收藏歌曲|上一首|播放|下一首|播放列表
换个人唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|亲爱的小孩|搜索歌手|华语群星|收藏歌曲|上一首|播放|下一首|播放列表
播放克莱德曼,返回|主界面|通知栏|媒体库|我的收藏|最近播放|亲爱的小孩|搜索歌手|华语群星|收藏歌曲|上一首|播放|下一首|播放列表
循环播放,返回|主界面|通知栏|媒体库|我的收藏|最近播放|亲爱的小孩|搜索歌手|华语群星|收藏歌曲|上一首|播放|下一首|播放列表
这首歌有没有MV,返回|主界面|通知栏|媒体库|我的收藏|最近播放|亲爱的小孩|搜索歌手|华语群星|收藏歌曲|上一首|播放|下一首|播放列表
播放,返回|主界面|通知栏|媒体库|我的收藏|最近播放|亲爱的小孩|搜索歌手|华语群星|收藏歌曲|上一首|暂停|下一首|播放列表
唱世上只有妈妈好,返回|主界面|通知栏|媒体库|我的收藏|最近播放|亲爱的小孩|搜索歌手|华语群星|收藏歌曲|上一首|暂停|下一首|播放列表
要小朋友唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|世上只有妈妈好|搜索歌手|少儿歌曲|收藏歌曲|上一首|播放|下一首|播放列表
切换到下一首歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|世上只有妈妈好|搜索歌手|少儿歌曲|收藏歌曲|上一首|播放|下一首|播放列表
换个人唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|后会无期后会无期电影同名主题歌|搜索歌手|邓紫棋|收藏歌曲|上一首|播放|下一首|播放列表
可以听歌吗,返回|主界面|通知栏|媒体库|我的收藏|最近播放|一个人|搜索歌手|夏婉安|收藏歌曲|上一首|播放|下一首|播放列表
我想听钢琴曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|一个人的北京|搜索歌手|海鸣威|收藏歌曲|上一首|播放|下一首|播放列表
来一首DJ舞曲吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|夜的钢琴曲二十四|搜索歌手|石进|收藏歌曲|上一首|播放|下一首|播放列表
把歌曲暂停一下,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
从头播放一遍,返回|主界面|通知栏|电话|电台|导航|音乐|设置|应用列表
放一首好听的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|从头|搜索歌手|祝钒刚黄玉荣明道|收藏歌曲|上一首|播放|下一首|播放列表
我要听张杰的歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|摄影艺术|搜索歌手|许嵩|收藏歌曲|上一首|播放|下一首|播放列表
听他的逆战,返回|主界面|通知栏|媒体库|我的收藏|最近播放|天下|搜索歌手|张杰|收藏歌曲|上一首|播放|下一首|播放列表
换下一首吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|逆战|搜索歌手|张杰|收藏歌曲|上一首|播放|下一首|播放列表
循环播放逆战,返回|主界面|通知栏|媒体库|我的收藏|最近播放|天冷就回来2016|搜索歌手|陈洁仪|收藏歌曲|上一首|播放|下一首|播放列表
播放歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|逆战|搜索歌手|张杰|收藏歌曲|上一首|播放|下一首|播放列表
查看排行榜歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|偷偷的哭|搜索歌手|陈玉建|收藏歌曲|上一首|播放|下一首|播放列表
那就薛之谦的吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|偷偷的哭|搜索歌手|陈玉建|收藏歌曲|上一首|暂停|下一首|播放列表
不是这首，是我害怕,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我好像在哪见过你|搜索歌手|薛之谦|收藏歌曲|上一首|播放|下一首|播放列表
不错，收藏一下,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我好像在哪见过你|搜索歌手|薛之谦|收藏歌曲|上一首|播放|下一首|播放列表
歌曲那一天,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我好像在哪见过你|搜索歌手|薛之谦|收藏歌曲|上一首|暂停|下一首|播放列表
换个其他的人唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|那一天|搜索歌手|杨坤|收藏歌曲|上一首|播放|下一首|播放列表
不想听这首歌了，换一首,返回|主界面|通知栏|媒体库|我的收藏|最近播放|那一天|搜索歌手|潘玮柏|收藏歌曲|上一首|播放|下一首|播放列表
换个粤语版的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|捉泥鳅|搜索歌手|卓依婷|收藏歌曲|上一首|播放|下一首|播放列表
我要听首歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|暗里着迷|搜索歌手|刘德华|收藏歌曲|上一首|播放|下一首|播放列表
我要听一首粤语歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|专属味道|搜索歌手|汪苏泷|收藏歌曲|上一首|播放|下一首|播放列表
要听刘德华的粤语歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|倩女幽魂|搜索歌手|张国荣|收藏歌曲|上一首|播放|下一首|播放列表
听刘德华的爱你一万年,返回|主界面|通知栏|媒体库|我的收藏|最近播放|暗里着迷|搜索歌手|刘德华|收藏歌曲|上一首|播放|下一首|播放列表
我想听儿歌唱得响亮,返回|主界面|通知栏|媒体库|我的收藏|最近播放|爱你一万年|搜索歌手|刘德华|收藏歌曲|上一首|播放|下一首|播放列表
不想听儿歌了，听纯音乐吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|唱得响亮|搜索歌手|安又琪|收藏歌曲|上一首|播放|下一首|播放列表
听听钢琴曲也行,返回|主界面|通知栏|媒体库|我的收藏|最近播放|钢琴纯音乐|搜索歌手|魏碧海|收藏歌曲|上一首|暂停|下一首|播放列表
那就郎朗的吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|钢琴纯音乐|搜索歌手|魏碧海|收藏歌曲|上一首|暂停|下一首|播放列表
我要听逆流成河,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|郎朗|收藏歌曲|上一首|播放|下一首|播放列表
有没有粤语版的逆流成河,返回|主界面|通知栏|媒体库|我的收藏|最近播放|逆流成河|搜索歌手|金南玲|收藏歌曲|上一首|播放|下一首|播放列表
换个其他人唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|逆流成河|搜索歌手|金南玲|收藏歌曲|上一首|播放|下一首|播放列表
音乐暂停一下,返回|主界面|通知栏|媒体库|我的收藏|最近播放|逆流成河|搜索歌手|宇桐非|收藏歌曲|上一首|播放|下一首|播放列表
播放阿楚姑娘,返回|主界面|通知栏|电话|电台|导航|音乐|设置|应用列表
我要听原唱的版本,返回|主界面|通知栏|媒体库|我的收藏|最近播放|阿楚姑娘|搜索歌手|梁凡|收藏歌曲|上一首|播放|下一首|播放列表
暂停，屏幕太暗了,返回|主界面|通知栏|媒体库|我的收藏|最近播放|阿楚姑娘|搜索歌手|梁凡|收藏歌曲|上一首|暂停|下一首|播放列表
继续播放,返回|主界面|通知栏|媒体库|我的收藏|最近播放|阿楚姑娘|搜索歌手|梁凡|收藏歌曲|上一首|暂停|下一首|播放列表
我想听晓亮的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|阿楚姑娘|搜索歌手|梁凡|收藏歌曲|上一首|暂停|下一首|播放列表
听他唱的英文歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我这个你不爱的人|搜索歌手|孙晓亮|收藏歌曲|上一首|播放|下一首|播放列表
帮我收藏一下这首歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|鬼迷心窍|搜索歌手|孙晓亮|收藏歌曲|上一首|播放|下一首|播放列表
可以单曲循环播放吗,返回|主界面|通知栏|媒体库|我的收藏|最近播放|鬼迷心窍|搜索歌手|孙晓亮|收藏歌曲|上一首|播放|下一首|播放列表
切换下一首,返回|主界面|通知栏|媒体库|我的收藏|最近播放|鬼迷心窍|搜索歌手|孙晓亮|收藏歌曲|上一首|播放|下一首|播放列表
梦醒时分,返回|主界面|通知栏|媒体库|我的收藏|最近播放|把你放心上|搜索歌手|祁隆|收藏歌曲|上一首|播放|下一首|播放列表
切换下一首,返回|主界面|通知栏|媒体库|我的收藏|最近播放|把你放心上|搜索歌手|祁隆|收藏歌曲|上一首|暂停|下一首|播放列表
声音小一点吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|只要有你|搜索歌手|那英孙楠|收藏歌曲|上一首|播放|下一首|播放列表
暂停,返回|主界面|通知栏|媒体库|我的收藏|最近播放|只要有你|搜索歌手|那英孙楠|收藏歌曲|上一首|暂停|下一首|播放列表
我要听中国心,返回|主界面|通知栏|媒体库|我的收藏|最近播放|只要有你|搜索歌手|那英孙楠|收藏歌曲|上一首|播放|下一首|播放列表
帮我单曲循环中国心,返回|主界面|通知栏|媒体库|我的收藏|最近播放|中国心|搜索歌手|萌萌哒天团|收藏歌曲|上一首|播放|下一首|播放列表
给我收藏这首歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|中国心|搜索歌手|萌萌哒天团|收藏歌曲|上一首|播放|下一首|播放列表
暂停一下,返回|主界面|通知栏|媒体库|我的收藏|最近播放|中国心|搜索歌手|萌萌哒天团|收藏歌曲|上一首|播放|下一首|播放列表
小苹果,返回|主界面|通知栏|媒体库|我的收藏|最近播放|中国心|搜索歌手|萌萌哒天团|收藏歌曲|上一首|播放|下一首|播放列表
放一下筷子兄弟的小苹果,返回|主界面|通知栏|媒体库|我的收藏|最近播放|中国心|搜索歌手|萌萌哒天团|收藏歌曲|上一首|播放|下一首|播放列表
换个别的人唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|小苹果|搜索歌手|筷子兄弟|收藏歌曲|上一首|播放|下一首|播放列表
循环播放这首歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|小苹果|搜索歌手|威仔|收藏歌曲|上一首|播放|下一首|播放列表
放个歌听听,返回|主界面|通知栏|媒体库|我的收藏|最近播放|小苹果|搜索歌手|威仔|收藏歌曲|上一首|播放|下一首|播放列表
换个柔摇滚点的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
再找个相似的播放,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
我想听烟火,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|暂停|下一首|播放列表
放一下他唱的其他歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|烟火|搜索歌手|陈翔|收藏歌曲|上一首|播放|下一首|播放列表
切换到下一曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我们到底还能相信什么|搜索歌手|陈翔|收藏歌曲|上一首|播放|下一首|播放列表
再听一遍烟火,返回|主界面|通知栏|媒体库|我的收藏|最近播放|我们到底还能相信什么|搜索歌手|陈翔|收藏歌曲|上一首|播放|下一首|播放列表
收藏烟火,返回|主界面|通知栏|媒体库|我的收藏|最近播放|烟火|搜索歌手|陈翔|收藏歌曲|上一首|播放|下一首|播放列表
播放海顿的音乐,返回|主界面|通知栏|媒体库|我的收藏|最近播放|烟火|搜索歌手|陈翔|收藏歌曲|上一首|暂停|下一首|播放列表
播放海顿的交响乐,返回|主界面|通知栏|媒体库|我的收藏|最近播放|烟火|搜索歌手|陈翔|收藏歌曲|上一首|暂停|下一首|播放列表
换个其他人的交响乐,返回|主界面|通知栏|媒体库|我的收藏|最近播放|烟火|搜索歌手|陈翔|收藏歌曲|上一首|暂停|下一首|播放列表
播放值得,返回|主界面|通知栏|媒体库|我的收藏|最近播放|中华人民共和国国歌|搜索歌手|中国交响乐团|收藏歌曲|上一首|播放|下一首|播放列表
有其他人唱的版本吗,返回|主界面|通知栏|媒体库|我的收藏|最近播放|值得|搜索歌手|郑秀文|收藏歌曲|上一首|播放|下一首|播放列表
给我来一个粤语版值得,返回|主界面|通知栏|媒体库|我的收藏|最近播放|值得|搜索歌手|郑秀文|收藏歌曲|上一首|暂停|下一首|播放列表
切换下一曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|值得|搜索歌手|张敬轩|收藏歌曲|上一首|播放|下一首|播放列表
暂停播放,返回|主界面|通知栏|媒体库|我的收藏|最近播放|庐州月|搜索歌手|许嵩|收藏歌曲|上一首|播放|下一首|播放列表
老鼠爱大米,返回|主界面|通知栏|媒体库|我的收藏|最近播放|庐州月|搜索歌手|许嵩|收藏歌曲|上一首|暂停|下一首|播放列表
有没有英文版的老鼠爱大米,返回|主界面|通知栏|媒体库|我的收藏|最近播放|庐州月|搜索歌手|许嵩|收藏歌曲|上一首|暂停|下一首|播放列表
暂停一下,返回|主界面|通知栏|媒体库|我的收藏|最近播放|庐州月|搜索歌手|许嵩|收藏歌曲|上一首|暂停|下一首|播放列表
切换下一首,返回|主界面|通知栏|媒体库|我的收藏|最近播放|庐州月|搜索歌手|许嵩|收藏歌曲|上一首|暂停|下一首|播放列表
来一首铿锵玫瑰,返回|主界面|通知栏|媒体库|我的收藏|最近播放|随它吧|搜索歌手|姚贝娜|收藏歌曲|上一首|播放|下一首|播放列表
换一首军歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|铿锵玫瑰|搜索歌手|林忆莲|收藏歌曲|上一首|播放|下一首|播放列表
表达想家的军歌有没有,返回|主界面|通知栏|媒体库|我的收藏|最近播放|军歌|搜索歌手|上海青年合唱团|收藏歌曲|上一首|播放|下一首|播放列表
换个其他人唱的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|军歌|搜索歌手|上海青年合唱团|收藏歌曲|上一首|播放|下一首|播放列表
我想听吻别,返回|主界面|通知栏|媒体库|我的收藏|最近播放|军歌|搜索歌手|糯米团|收藏歌曲|上一首|播放|下一首|播放列表
不是，我要的是英文版的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|吻别|搜索歌手|张学友|收藏歌曲|上一首|播放|下一首|播放列表
下载下载,返回|主界面|通知栏|媒体库|我的收藏|最近播放|吻别|搜索歌手|张学友|收藏歌曲|上一首|暂停|下一首|播放列表
叫我来巡山这首歌播放一下,返回|主界面|通知栏|媒体库|我的收藏|最近播放|吻别|搜索歌手|张学友|收藏歌曲|上一首|暂停|下一首|播放列表
换下一首歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|来巡山|搜索歌手|房嘉毅|收藏歌曲|上一首|播放|下一首|播放列表
先把音乐暂停一下,返回|主界面|通知栏|媒体库|我的收藏|最近播放|亏欠一生|搜索歌手|裘海正|收藏歌曲|上一首|播放|下一首|播放列表
有没有DJ版的,返回|主界面|通知栏|电话|电台|导航|音乐|设置|应用列表
你唱首歌听吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
有没有纯音乐啊,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
给我来首舞曲吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|慢华尔兹|搜索歌手|纯音乐|收藏歌曲|上一首|播放|下一首|播放列表
有舞曲天鹅湖吗,返回|主界面|通知栏|媒体库|我的收藏|最近播放|贴在一起你跳舞|搜索歌手|蔡献华獭兔|收藏歌曲|上一首|播放|下一首|播放列表
泥鳅这首歌,返回|主界面|通知栏|天鹅湖|合肥市蜀山区|香溢天鹅湖|合肥市政务区祁门路与潜山路交汇处|天鹅湖路|天鹅湖九号|合肥市天鹅湖路|天鹅湖一号|合肥市潜山路与祁门路交口东南侧
换一首歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|泥鳅|搜索歌手|少儿歌曲|收藏歌曲|上一首|播放|下一首|播放列表
暂停播放,返回|主界面|通知栏|媒体库|我的收藏|最近播放|明明就|搜索歌手|周杰伦|收藏歌曲|上一首|播放|下一首|播放列表
退出吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|明明就|搜索歌手|周杰伦|收藏歌曲|上一首|暂停|下一首|播放列表
我要听陈奕迅的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|明明就|搜索歌手|周杰伦|收藏歌曲|上一首|暂停|下一首|播放列表
换一首别的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|爱情转移|搜索歌手|陈奕迅|收藏歌曲|上一首|播放|下一首|播放列表
循环播放他的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|最初的温柔|搜索歌手|赵乃吉|收藏歌曲|上一首|播放|下一首|播放列表
帮我收藏他的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|请不要在秋天失恋|搜索歌手|赵乃吉|收藏歌曲|上一首|播放|下一首|播放列表
我要听崔格子,返回|主界面|通知栏|媒体库|我的收藏|最近播放|请不要在秋天失恋|搜索歌手|赵乃吉|收藏歌曲|上一首|播放|下一首|播放列表
换下一首听,返回|主界面|通知栏|媒体库|我的收藏|最近播放|请不要在秋天失恋|搜索歌手|赵乃吉|收藏歌曲|上一首|暂停|下一首|播放列表
给我换个DJ版的,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
听听英文版的怎么样,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
三生三世,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
放一下电视剧的其他插曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|暂停|下一首|播放列表
我想收藏一下这首歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|暂停|下一首|播放列表
其他人唱的有没有,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|播放|下一首|播放列表
帮我把歌曲暂停一下,返回|主界面|通知栏|媒体库|我的收藏|最近播放|搜索歌手|收藏歌曲|上一首|暂停|下一首|播放列表
请播放凤凰传奇,返回|主界面|通知栏|电话|电台|导航|音乐|设置|应用列表
帮我看一下凤凰传奇的荷塘月色,返回|主界面|通知栏|媒体库|我的收藏|最近播放|等爱的玫瑰|搜索歌手|凤凰传奇|收藏歌曲|上一首|播放|下一首|播放列表
单曲循环播放荷塘月色,返回|主界面|通知栏|媒体库|我的收藏|最近播放|荷塘月色|搜索歌手|凤凰传奇|收藏歌曲|上一首|播放|下一首|播放列表
收藏一下他们的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|荷塘月色|搜索歌手|凤凰传奇|收藏歌曲|上一首|播放|下一首|播放列表
给我放一首刘德华的歌,返回|主界面|通知栏|媒体库|我的收藏|最近播放|荷塘月色|搜索歌手|凤凰传奇|收藏歌曲|上一首|播放|下一首|播放列表
就听谢谢你的爱吧,返回|主界面|通知栏|媒体库|我的收藏|最近播放|再说一次我爱你|搜索歌手|刘德华|收藏歌曲|上一首|播放|下一首|播放列表
放一下刘德华的其他歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|谢谢你的爱|搜索歌手|刘德华|收藏歌曲|上一首|播放|下一首|播放列表
打开网络歌曲,返回|主界面|通知栏|媒体库|我的收藏|最近播放|一起走过的日子|搜索歌手|刘德华|收藏歌曲|上一首|播放|下一首|播放列表
